,year_film,year_ceremony,ceremony,category,name,film,winner
2999,1954,1955,27,WRITING (Screenplay),"Albert Hackett, Frances Goodrich, Dorothy Kingsley",Seven Brides for Seven Brothers,False
3000,1954,1955,27,WRITING (Story and Screenplay),Joseph L. Mankiewicz,The Barefoot Contessa,False
3001,1954,1955,27,WRITING (Story and Screenplay),William Rose,Genevieve,False
3002,1954,1955,27,WRITING (Story and Screenplay),"Valentine Davies, Oscar Brodney",The Glenn Miller Story,False
3003,1954,1955,27,WRITING (Story and Screenplay),"Norman Panama, Melvin Frank",Knock on Wood,False
3004,1954,1955,27,WRITING (Story and Screenplay),Budd Schulberg,On the Waterfront,True
3005,1954,1955,27,HONORARY FOREIGN LANGUAGE FILM AWARD, Gate of Hell - Best Foreign Language Film first released in the United States during 1954., Gate of Hell ,True
3012,1955,1956,28,ACTOR,Ernest Borgnine,Marty,True
3013,1955,1956,28,ACTOR,James Cagney,Love Me or Leave Me,False
3014,1955,1956,28,ACTOR,James Dean,East of Eden,False
3015,1955,1956,28,ACTOR,Frank Sinatra,The Man with the Golden Arm,False
3016,1955,1956,28,ACTOR,Spencer Tracy,Bad Day at Black Rock,False
3017,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Trial,False
3018,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Jack Lemmon,Mister Roberts,True
3019,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Joe Mantell,Marty,False
3020,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Rebel without a Cause,False
3021,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Arthur O'Connell,Picnic,False
3022,1955,1956,28,ACTRESS,Susan Hayward,I'll Cry Tomorrow,False
3023,1955,1956,28,ACTRESS,Katharine Hepburn,Summertime,False
3024,1955,1956,28,ACTRESS,Jennifer Jones,Love Is a Many-Splendored Thing,False
3025,1955,1956,28,ACTRESS,Anna Magnani,The Rose Tattoo,True
3026,1955,1956,28,ACTRESS,Eleanor Parker,Interrupted Melody,False
3027,1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Betsy Blair,Marty,False
3028,1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Peggy Lee,Pete Kelly's Blues,False
3029,1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Marisa Pavan,The Rose Tattoo,False
3030,1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Jo Van Fleet,East of Eden,True
3031,1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Natalie Wood,Rebel without a Cause,False
3032,1955,1956,28,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Randall Duell;  Set Decoration:  Edwin B. Willis, Henry Grace",Blackboard Jungle,False
3033,1955,1956,28,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Malcolm Brown;  Set Decoration:  Edwin B. Willis, Hugh B. Hunt",I'll Cry Tomorrow,False
3034,1955,1956,28,ART DIRECTION (Black-and-White),Art Direction:  Joseph C. Wright;  Set Decoration:  Darrell Silvera,The Man with the Golden Arm,False
3035,1955,1956,28,ART DIRECTION (Black-and-White),"Art Direction:  Edward S. Haworth, Walter Simonds;  Set Decoration:  Robert Priestley",Marty,False
3036,1955,1956,28,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Tambi Larsen;  Set Decoration:  Sam Comer, Arthur Krams",The Rose Tattoo,True
3037,1955,1956,28,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, John DeCuir;  Set Decoration:  Walter M. Scott, Paul S. Fox",Daddy Long Legs,False
3038,1955,1956,28,ART DIRECTION (Color),"Art Direction:  Oliver Smith, Joseph C. Wright;  Set Decoration:  Howard Bristol",Guys and Dolls,False
3039,1955,1956,28,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, George W. Davis;  Set Decoration:  Walter M. Scott, Jack Stubbs",Love Is a Many-Splendored Thing,False
3040,1955,1956,28,ART DIRECTION (Color),"Art Direction:  William Flannery, Jo Mielziner;  Set Decoration:  Robert Priestley",Picnic,True
3041,1955,1956,28,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Joseph McMillan Johnson;  Set Decoration:  Sam Comer, Arthur Krams",To Catch a Thief,False
3042,1955,1956,28,CINEMATOGRAPHY (Black-and-White),Russell Harlan,Blackboard Jungle,False
3043,1955,1956,28,CINEMATOGRAPHY (Black-and-White),Arthur E. Arling,I'll Cry Tomorrow,False
3044,1955,1956,28,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,Marty,False
3045,1955,1956,28,CINEMATOGRAPHY (Black-and-White),Charles Lang,Queen Bee,False
3046,1955,1956,28,CINEMATOGRAPHY (Black-and-White),James Wong Howe,The Rose Tattoo,True
3047,1955,1956,28,CINEMATOGRAPHY (Color),Harry Stradling,Guys and Dolls,False
3048,1955,1956,28,CINEMATOGRAPHY (Color),Leon Shamroy,Love Is a Many-Splendored Thing,False
3049,1955,1956,28,CINEMATOGRAPHY (Color),Harold Lipstein,A Man Called Peter,False
3050,1955,1956,28,CINEMATOGRAPHY (Color),Robert Surtees,Oklahoma!,False
3051,1955,1956,28,CINEMATOGRAPHY (Color),Robert Burks,To Catch a Thief,True
3052,1955,1956,28,COSTUME DESIGN (Black-and-White),Helen Rose,I'll Cry Tomorrow,True
3053,1955,1956,28,COSTUME DESIGN (Black-and-White),Beatrice Dawson,The Pickwick Papers,False
3054,1955,1956,28,COSTUME DESIGN (Black-and-White),Jean Louis,Queen Bee,False
3055,1955,1956,28,COSTUME DESIGN (Black-and-White),Edith Head,The Rose Tattoo,False
3056,1955,1956,28,COSTUME DESIGN (Black-and-White),Tadaoto Kainoscho,Ugetsu,False
3057,1955,1956,28,COSTUME DESIGN (Color),Irene Sharaff,Guys and Dolls,False
3058,1955,1956,28,COSTUME DESIGN (Color),Helen Rose,Interrupted Melody,False
3059,1955,1956,28,COSTUME DESIGN (Color),Charles LeMaire,Love Is a Many-Splendored Thing,True
3060,1955,1956,28,COSTUME DESIGN (Color),Edith Head,To Catch a Thief,False
3061,1955,1956,28,COSTUME DESIGN (Color),"Charles LeMaire, Mary Wills",The Virgin Queen,False
3062,1955,1956,28,DIRECTING,John Sturges,Bad Day at Black Rock,False
3063,1955,1956,28,DIRECTING,Elia Kazan,East of Eden,False
3064,1955,1956,28,DIRECTING,Delbert Mann,Marty,True
3065,1955,1956,28,DIRECTING,Joshua Logan,Picnic,False
3066,1955,1956,28,DIRECTING,David Lean,Summertime,False
3067,1955,1956,28,DOCUMENTARY (Feature),"Rene Risacher, Producer",Heartbreak Ridge,False
3068,1955,1956,28,DOCUMENTARY (Feature),"Nancy Hamilton, Producer",Helen Keller in Her Story,True
3069,1955,1956,28,DOCUMENTARY (Short Subject),"Dore Schary, Producer",The Battle of Gettysburg,False
3070,1955,1956,28,DOCUMENTARY (Short Subject),"Wilbur T. Blume, Producer",The Face of Lincoln,False
3071,1955,1956,28,DOCUMENTARY (Short Subject),"Walt Disney, Producer",Men against the Arctic,True
3072,1955,1956,28,FILM EDITING,Ferris Webster,Blackboard Jungle,False
3073,1955,1956,28,FILM EDITING,Alma Macrorie,The Bridges at Toko-Ri,False
3074,1955,1956,28,FILM EDITING,"Gene Ruggiero, George Boemler",Oklahoma!,False
3075,1955,1956,28,FILM EDITING,"Charles Nelson, William A. Lyon",Picnic,True
3076,1955,1956,28,FILM EDITING,Warren Low,The Rose Tattoo,False
3077,1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,Battle Cry,False
3078,1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),Alfred Newman,Love Is a Many-Splendored Thing,True
3079,1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),Elmer Bernstein,The Man with the Golden Arm,False
3080,1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),George Duning,Picnic,False
3081,1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),Alex North,The Rose Tattoo,False
3082,1955,1956,28,MUSIC (Scoring of a Musical Picture),Alfred Newman,Daddy Long Legs,False
3083,1955,1956,28,MUSIC (Scoring of a Musical Picture),"Jay Blackton, Cyril J. Mockridge",Guys and Dolls,False
3084,1955,1956,28,MUSIC (Scoring of a Musical Picture),Andre Previn,It's Always Fair Weather,False
3085,1955,1956,28,MUSIC (Scoring of a Musical Picture),"Percy Faith, George Stoll",Love Me or Leave Me,False
3086,1955,1956,28,MUSIC (Scoring of a Musical Picture),"Robert Russell Bennett, Jay Blackton, Adolph Deutsch",Oklahoma!,True
3087,1955,1956,28,MUSIC (Song),Music by Nicholas Brodszky; Lyrics by Sammy Cahn,Love Me or Leave Me,False
3088,1955,1956,28,MUSIC (Song),Music by Sammy Fain; Lyrics by Paul Francis Webster,Love Is a Many-Splendored Thing,True
3089,1955,1956,28,MUSIC (Song),Music and Lyrics by Johnny Mercer,Daddy Long Legs,False
3090,1955,1956,28,MUSIC (Song),Music by James Van Heusen; Lyrics by Sammy Cahn,The Tender Trap,False
3091,1955,1956,28,MUSIC (Song),Music by Alex North; Lyrics by Hy Zaret,Unchained,False
3092,1955,1956,28,BEST MOTION PICTURE,"Buddy Adler, Producer",Love Is a Many-Splendored Thing,False
3093,1955,1956,28,BEST MOTION PICTURE,"Harold Hecht, Producer",Marty,True
3094,1955,1956,28,BEST MOTION PICTURE,"Leland Hayward, Producer",Mister Roberts,False
3095,1955,1956,28,BEST MOTION PICTURE,"Fred Kohlmar, Producer",Picnic,False
3096,1955,1956,28,BEST MOTION PICTURE,"Hal B. Wallis, Producer",The Rose Tattoo,False
3097,1955,1956,28,SHORT SUBJECT (Cartoon),"Fred Quimby, William Hanna and Joseph Barbera, Producers",Good Will to Men,False
3098,1955,1956,28,SHORT SUBJECT (Cartoon),"Walter Lantz, Producer",The Legend of Rock-a-bye Point,False
3099,1955,1956,28,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",No Hunting,False
3100,1955,1956,28,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",Speedy Gonzales,True
3101,1955,1956,28,SHORT SUBJECT (One-reel),"Robert Youngson, Producer",Gadgets Galore,False
3102,1955,1956,28,SHORT SUBJECT (One-reel),"Edmund Reek, Producer",Survival City,True
3103,1955,1956,28,SHORT SUBJECT (One-reel),"Carson Davidson, Producer",3rd Ave. El,False
3104,1955,1956,28,SHORT SUBJECT (One-reel),"Justin Herman, Producer",Three Kisses,False
3105,1955,1956,28,SHORT SUBJECT (Two-reel),"Dore Schary, Producer",The Battle of Gettysburg,False
3106,1955,1956,28,SHORT SUBJECT (Two-reel),"Wilbur T. Blume, Producer",The Face of Lincoln,True
3107,1955,1956,28,SHORT SUBJECT (Two-reel),"George K. Arthur, Producer",On the Twelfth Day...,False
3108,1955,1956,28,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Switzerland,False
3109,1955,1956,28,SHORT SUBJECT (Two-reel),"Cedric Francis, Producer",24-Hour Alert,False
3115,1955,1956,28,SPECIAL EFFECTS,Paramount Studio,The Bridges at Toko-Ri,True
3116,1955,1956,28,SPECIAL EFFECTS,"Associated British Picture Corporation, Ltd.",The Dam Busters,False
3117,1955,1956,28,SPECIAL EFFECTS,20th Century-Fox Studio,The Rains of Ranchipur,False
3118,1955,1956,28,WRITING (Motion Picture Story),Daniel Fuchs,Love Me or Leave Me,True
3119,1955,1956,28,WRITING (Motion Picture Story),"Joe Connelly, Bob Mosher",The Private War of Major Benson,False
3120,1955,1956,28,WRITING (Motion Picture Story),Nicholas Ray,Rebel without a Cause,False
3121,1955,1956,28,WRITING (Motion Picture Story),"Jean Marsan, Henry Troyat, Jacques Perret, Henri Verneuil, Raoul Ploquin",The Sheep Has Five Legs,False
3122,1955,1956,28,WRITING (Motion Picture Story),"Beirne Lay, Jr.",Strategic Air Command,False
3123,1955,1956,28,WRITING (Screenplay),Millard Kaufman,Bad Day at Black Rock,False
3124,1955,1956,28,WRITING (Screenplay),Richard Brooks,Blackboard Jungle,False
3125,1955,1956,28,WRITING (Screenplay),Paul Osborn,East of Eden,False
3126,1955,1956,28,WRITING (Screenplay),"Daniel Fuchs, Isobel Lennart",Love Me or Leave Me,False
3127,1955,1956,28,WRITING (Screenplay),Paddy Chayefsky,Marty,True
3128,1955,1956,28,WRITING (Story and Screenplay),"Milton Sperling, Emmet Lavery",The Court-Martial of Billy Mitchell,False
3129,1955,1956,28,WRITING (Story and Screenplay),"William Ludwig, Sonya Levien",Interrupted Melody,True
3130,1955,1956,28,WRITING (Story and Screenplay),"Betty Comden, Adolph Green",It's Always Fair Weather,False
3131,1955,1956,28,WRITING (Story and Screenplay),"Jacques Tati, Henri Marquet",Mr. Hulot's Holiday,False
3132,1955,1956,28,WRITING (Story and Screenplay),"Melville Shavelson, Jack Rose",The Seven Little Foys,False
3133,1955,1956,28,HONORARY FOREIGN LANGUAGE FILM AWARD, Samurai, Samurai,True
3134,1956,1957,29,ACTOR,Yul Brynner,The King and I,True
3135,1956,1957,29,ACTOR,James Dean,Giant,False
3136,1956,1957,29,ACTOR,Kirk Douglas,Lust for Life,False
3137,1956,1957,29,ACTOR,Rock Hudson,Giant,False
3138,1956,1957,29,ACTOR,Sir Laurence Olivier,Richard III,False
3139,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Don Murray,Bus Stop,False
3140,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Anthony Perkins,Friendly Persuasion,False
3141,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Lust for Life,True
3142,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Bold and the Brave,False
3143,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Robert Stack,Written on the Wind,False
3144,1956,1957,29,ACTRESS,Carroll Baker,Baby Doll,False
3145,1956,1957,29,ACTRESS,Ingrid Bergman,Anastasia,True
3146,1956,1957,29,ACTRESS,Katharine Hepburn,The Rainmaker,False
3147,1956,1957,29,ACTRESS,Nancy Kelly,The Bad Seed,False
3148,1956,1957,29,ACTRESS,Deborah Kerr,The King and I,False
3149,1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Mildred Dunnock,Baby Doll,False
3150,1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Eileen Heckart,The Bad Seed,False
3151,1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,Giant,False
3152,1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Patty McCormack,The Bad Seed,False
3153,1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Dorothy Malone,Written on the Wind,True
3154,1956,1957,29,ART DIRECTION (Black-and-White),Takashi Matsuyama,The Magnificent Seven,False
3155,1956,1957,29,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, A. Earl Hedrick;  Set Decoration:  Samuel M. Comer, Frank R. McKelvy",The Proud and Profane,False
3156,1956,1957,29,ART DIRECTION (Black-and-White),"Art Direction:  Ross Bellah;  Set Decoration:  William R. Kiernan, Louis Diage",The Solid Gold Cadillac,False
3157,1956,1957,29,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Malcolm F. Brown;  Set Decoration:  Edwin B. Willis, F. Keogh Gleason",Somebody Up There Likes Me,True
3158,1956,1957,29,ART DIRECTION (Black-and-White),"Art Direction:  Lyle R. Wheeler, Jack Martin Smith;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",Teenage Rebel,False
3159,1956,1957,29,ART DIRECTION (Color),"Art Direction:  James W. Sullivan, Ken Adam;  Set Decoration:  Ross J. Dowd",Around the World in 80 Days,False
3160,1956,1957,29,ART DIRECTION (Color),Art Direction:  Boris Leven;  Set Decoration:  Ralph S. Hurst,Giant,False
3161,1956,1957,29,ART DIRECTION (Color),"Art Direction:  Lyle R. Wheeler, John DeCuir;  Set Decoration:  Walter M. Scott, Paul S. Fox",The King and I,True
3162,1956,1957,29,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Hans Peters, Preston Ames;  Set Decoration:  Edwin B. Willis, F. Keogh Gleason",Lust for Life,False
3163,1956,1957,29,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Walter H. Tyler, Albert Nozaki;  Set Decoration:  Samuel M. Comer, Ray Moyer",The Ten Commandments,False
3164,1956,1957,29,CINEMATOGRAPHY (Black-and-White),Boris Kaufman,Baby Doll,False
3165,1956,1957,29,CINEMATOGRAPHY (Black-and-White),Hal Rosson,The Bad Seed,False
3166,1956,1957,29,CINEMATOGRAPHY (Black-and-White),Burnett Guffey,The Harder They Fall,False
3167,1956,1957,29,CINEMATOGRAPHY (Black-and-White),Joseph Ruttenberg,Somebody Up There Likes Me,True
3168,1956,1957,29,CINEMATOGRAPHY (Black-and-White),Walter Strenge,Stagecoach to Fury,False
3169,1956,1957,29,CINEMATOGRAPHY (Color),Lionel Lindon,Around the World in 80 Days,True
3170,1956,1957,29,CINEMATOGRAPHY (Color),Harry Stradling,The Eddy Duchin Story,False
3171,1956,1957,29,CINEMATOGRAPHY (Color),Leon Shamroy,The King and I,False
3172,1956,1957,29,CINEMATOGRAPHY (Color),Loyal Griggs,The Ten Commandments,False
3173,1956,1957,29,CINEMATOGRAPHY (Color),Jack Cardiff,War and Peace,False
3174,1956,1957,29,COSTUME DESIGN (Black-and-White),Kohei Ezaki,The Magnificent Seven,False
3175,1956,1957,29,COSTUME DESIGN (Black-and-White),Helen Rose,The Power and the Prize,False
3176,1956,1957,29,COSTUME DESIGN (Black-and-White),Edith Head,The Proud and Profane,False
3177,1956,1957,29,COSTUME DESIGN (Black-and-White),Jean Louis,The Solid Gold Cadillac,True
3178,1956,1957,29,COSTUME DESIGN (Black-and-White),"Charles LeMaire, Mary Wills",Teenage Rebel,False
3179,1956,1957,29,COSTUME DESIGN (Color),Miles White,Around the World in 80 Days,False
3180,1956,1957,29,COSTUME DESIGN (Color),"Moss Mabry, Marjorie Best",Giant,False
3181,1956,1957,29,COSTUME DESIGN (Color),Irene Sharaff,The King and I,True
3182,1956,1957,29,COSTUME DESIGN (Color),"Edith Head, Ralph Jester, John Jensen, Dorothy Jeakins, Arnold Friberg",The Ten Commandments,False
3183,1956,1957,29,COSTUME DESIGN (Color),Marie De Matteis,War and Peace,False
3184,1956,1957,29,DIRECTING,Michael Anderson,Around the World in 80 Days,False
3185,1956,1957,29,DIRECTING,William Wyler,Friendly Persuasion,False
3186,1956,1957,29,DIRECTING,George Stevens,Giant,True
3187,1956,1957,29,DIRECTING,Walter Lang,The King and I,False
3188,1956,1957,29,DIRECTING,King Vidor,War and Peace,False
3189,1956,1957,29,DOCUMENTARY (Feature),"Louis Clyde Stoumen, Producer",The Naked Eye,False
3190,1956,1957,29,DOCUMENTARY (Feature),"Jacques-Yves Cousteau, Producer",The Silent World,True
3191,1956,1957,29,DOCUMENTARY (Feature),The Government Film Committee of Denmark,Where Mountains Float,False
3192,1956,1957,29,DOCUMENTARY (Short Subject),"Charles Guggenheim & Associates, Inc.",A City Decides,False
3193,1956,1957,29,DOCUMENTARY (Short Subject),"John Healy, Producer",The Dark Wave,False
3194,1956,1957,29,DOCUMENTARY (Short Subject),"Valentine Davies, Producer",The House without a Name,False
3195,1956,1957,29,DOCUMENTARY (Short Subject),"Ward Kimball, Producer",Man in Space,False
3196,1956,1957,29,DOCUMENTARY (Short Subject),"Louis Clyde Stoumen, Producer",The True Story of the Civil War,True
3197,1956,1957,29,FILM EDITING,"Gene Ruggiero, Paul Weatherwax",Around the World in 80 Days,True
3198,1956,1957,29,FILM EDITING,Merrill G. White,The Brave One,False
3199,1956,1957,29,FILM EDITING,"William Hornbeck, Philip W. Anderson, Fred Bohanan",Giant,False
3200,1956,1957,29,FILM EDITING,Albert Akst,Somebody Up There Likes Me,False
3201,1956,1957,29,FILM EDITING,Anne Bauchens,The Ten Commandments,False
3202,1956,1957,29,FOREIGN LANGUAGE FILM,"Federal Republic of Germany - West; Gyula Trebitsch and Walter Koppel, Producers",The Captain of Kopenick,False
3203,1956,1957,29,FOREIGN LANGUAGE FILM,"France; Annie Dorfmann, Producer",Gervaise,False
3204,1956,1957,29,FOREIGN LANGUAGE FILM,"Japan; Masayuki Takagi, Producer",Harp of Burma,False
3205,1956,1957,29,FOREIGN LANGUAGE FILM,"Italy; Dino De Laurentiis and Carlo Ponti, Producers",La Strada,True
3206,1956,1957,29,FOREIGN LANGUAGE FILM,"Denmark; O. Dalsgaard-Olsen, Producer",Qivitoq,False
3207,1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Alfred Newman,Anastasia,False
3208,1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Victor Young,Around the World in 80 Days,True
3209,1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Hugo Friedhofer,Between Heaven and Hell,False
3210,1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,Giant,False
3211,1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Alex North,The Rainmaker,False
3212,1956,1957,29,MUSIC (Scoring of a Musical Picture),Lionel Newman,The Best Things in Life Are Free,False
3213,1956,1957,29,MUSIC (Scoring of a Musical Picture),"Morris Stoloff, George Duning",The Eddy Duchin Story,False
